Title,Priority,Precondition,Description,CreatedAt,UpdatedAt,ModuleID,TestPlanID
Verify search functionality handles empty query,Medium,User is on the product details page,Attempt to add product to cart and verify success message is displayed.,2022-05-12T09:24:34Z,2023-08-21T00:23:32Z,666017adf902bdf00016abc1,66601d7f32c5408430429d19
Verify user can remove product from cart,Medium,User is on the checkout page,Check if product reviews are sorted by date in descending order.,2022-07-03T17:28:32Z,2023-12-25T21:10:43Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify user can apply discount code,Low,User is on the login page,Check if product reviews are sorted by date in descending order.,2021-07-17T19:27:41Z,2023-02-10T11:51:41Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify currency conversion accuracy for EUR to USD,High,User is on the checkout page,Enter invalid product ID and verify appropriate message is displayed.,2021-04-23T06:03:28Z,2023-02-03T06:09:36Z,666017adf902bdf00016abc5,66601d7f32c5408430429d19
Verify user can add product to cart,Low,User has items in the shopping cart,Attempt to add product to cart and verify success message is displayed.,2021-11-30T05:59:24Z,2023-09-02T22:33:31Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify user can complete purchase,Medium,User is on the product details page,Check if product images are displayed correctly and in high resolution.,2021-01-29T13:50:32Z,2023-04-03T17:49:55Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify product details are displayed correctly,High,User is on the product details page,Check if product reviews are sorted by date in descending order.,2022-01-26T04:45:37Z,2023-08-12T10:32:47Z,666017adf902b,66601d7f32c5408430429d1b
Verify registration with invalid data,Low,User is on the product search page,Enter invalid username and password and verify error message.,2022-03-12T10:54:08Z,2023-04-08T04:25:28Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify registration with valid data,High,User is on the product search page,Check if product price is displayed accurately with correct currency format.,2022-09-25T01:47:41Z,2024-07-30T01:44:48Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify currency conversion accuracy for USD to EUR,Low,User is on the checkout page,View product details and verify all information is displayed correctly.,2022-05-24T04:15:16Z,2023-12-27T23:03:39Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify login with invalid credentials,Low,User is on the product details page,View product details and verify all information is displayed correctly.,2022-02-09T09:42:10Z,2023-10-12T22:29:52Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify product details are displayed correctly,High,User is on the currency conversion page,Enter valid username and password and verify successful login.,2022-12-30T17:10:19Z,2023-10-25T00:54:52Z,666017adf902bdf00016abc6,66601d7f32c5408430429d19
Verify currency conversion accuracy for USD to EUR,Medium,User is on the product details page,Enter valid data and verify successful registration.,2021-11-12T05:33:50Z,2024-02-23T23:48:25Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1a
Verify product availability status is accurate,High,User is on the checkout page,Attempt to add product to cart and verify success message is displayed.,2022-01-17T06:18:35Z,2023-10-29T21:42:35Z,666017adf902b,66601d7f32c5408430429d1a
Verify user can proceed to checkout,Low,User is on the product search page,Check if product price is displayed accurately with correct currency format.,2021-03-27T19:42:39Z,2023-09-04T22:35:19Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify currency conversion accuracy for USD to EUR,Low,User is on the product search page,Enter invalid data and verify error message.,2021-07-01T03:00:51Z,2023-12-12T04:20:12Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify product details are displayed correctly,Low,User is on the product details page,Enter invalid product ID and verify appropriate message is displayed.,2021-06-19T02:44:05Z,2024-01-01T09:29:08Z,666017adf902b,66601d7f32c5408430429d1a
Verify product details page handles invalid product ID,Low,User is on the product details page,Check if product reviews are sorted by date in descending order.,2021-03-13T19:58:53Z,2024-02-09T13:51:13Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify user can apply discount code,Low,User is on the registration page,Enter invalid product ID and verify appropriate message is displayed.,2021-02-03T02:09:28Z,2023-05-05T01:10:24Z,666017adf902bdf00016abc5,66601d7f32c5408430429d19
Verify product availability status is accurate,High,User is on the registration page,Enter invalid product ID and verify appropriate message is displayed.,2021-08-04T00:29:10Z,2024-08-15T20:18:50Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify search functionality handles empty query,High,User is on the product search page,Enter USD amount and verify accurate conversion to EUR.,2021-05-12T19:47:07Z,2023-07-17T17:07:19Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1a
Verify currency conversion accuracy for EUR to USD,Medium,User has items in the shopping cart,Check if product reviews are sorted by date in descending order.,2021-12-25T01:11:43Z,2024-07-24T11:45:16Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify product images are displayed correctly,Medium,User is on the product details page,Check if product price is displayed accurately with correct currency format.,2021-08-15T12:41:46Z,2023-12-09T17:07:19Z,666017adf902b,66601d7f32c5408430429d19
Verify search functionality handles empty query,High,User is on the product search page,Check if product price is displayed accurately with correct currency format.,2022-02-05T15:03:13Z,2023-09-01T13:18:56Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify product details are displayed correctly,Medium,User is on the registration page,Enter invalid data and verify error message.,2021-11-28T17:44:21Z,2023-12-06T13:21:13Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify login with valid credentials,Low,User is on the registration page,Check if product images are displayed correctly and in high resolution.,2021-11-22T03:36:33Z,2024-03-24T14:28:29Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1a
Verify user can complete purchase,High,User is on the registration page,Attempt to remove product from cart and verify success message is displayed.,2021-10-28T02:10:56Z,2023-05-17T16:16:55Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify login with invalid credentials,Medium,User is on the registration page,Enter invalid data and verify error message.,2021-09-26T20:53:11Z,2023-10-19T00:08:39Z,666017adf902bdf00016abc4,66601d7f32c5408430429d19
Verify user can complete purchase,Medium,User has items in the shopping cart,Enter search query and verify correct products are displayed.,2021-03-28T01:28:39Z,2024-06-25T14:55:01Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify product reviews are sorted by date,High,User is on the login page,Check if product reviews are sorted by date in descending order.,2021-01-28T20:54:05Z,2023-08-14T05:10:03Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify product availability status is accurate,Medium,User is on the product search page,Check if product price is displayed accurately with correct currency format.,2022-03-25T00:35:45Z,2023-08-19T16:16:24Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify user can add product to cart,Medium,User has items in the shopping cart,Enter valid username and password and verify successful login.,2021-08-31T14:00:27Z,2024-04-26T04:58:54Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1b
Verify product details page handles invalid product ID,Medium,User is on the product search page,Enter invalid product ID and verify appropriate message is displayed.,2021-05-27T01:20:12Z,2023-09-09T10:53:07Z,666017adf902b,66601d7f32c5408430429d19
Verify login with valid credentials,Low,User is on the checkout page,Check if product availability status is updated in real-time.,2021-05-10T18:37:57Z,2024-05-26T02:52:52Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify currency conversion accuracy for USD to EUR,Low,User is on the login page,View product details and verify all information is displayed correctly.,2021-12-01T21:53:26Z,2023-11-13T18:29:44Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify search functionality handles empty query,Low,User is on the product details page,Enter valid payment details and verify successful purchase completion.,2021-10-14T14:20:06Z,2023-07-08T09:02:32Z,666017adf902bdf00016abc4,66601d7f32c5408430429d19
Verify user can proceed to checkout,Low,User has items in the shopping cart,Attempt to add product to cart and verify success message is displayed.,2022-07-30T08:06:35Z,2023-06-06T03:27:07Z,666017adf902b,66601d7f32c5408430429d19
Verify search functionality handles empty query,Low,User is on the product details page,View product details and verify all information is displayed correctly.,2021-04-30T02:02:40Z,2024-02-11T15:43:48Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify user can remove product from cart,Medium,User is on the login page,Enter EUR amount and verify accurate conversion to USD.,2021-09-21T08:59:07Z,2023-09-20T14:54:30Z,666017adf902bdf00016abc4,66601d7f32c5408430429d19
Verify search functionality returns correct results,Medium,User is on the checkout page,Enter valid data and verify successful registration.,2021-12-07T01:48:48Z,2023-01-25T14:37:25Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify product reviews are displayed correctly,Low,User is on the product details page,Enter invalid username and password and verify error message.,2021-07-31T21:52:11Z,2023-04-11T05:20:56Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify product price is displayed correctly,High,User is on the product details page,View product reviews and verify they are displayed correctly.,2021-12-20T23:20:30Z,2024-01-08T19:55:19Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify user can complete purchase,Low,User has items in the shopping cart,Leave search query empty and verify appropriate message is displayed.,2021-04-11T07:32:34Z,2024-05-30T10:21:25Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify product price is displayed correctly,Medium,User has items in the shopping cart,Enter valid data and verify successful registration.,2021-02-25T19:42:39Z,2024-05-06T21:46:32Z,666017adf902bdf00016abc6,66601d7f32c5408430429d19
Verify login with valid credentials,Low,User is on the product search page,Enter valid data and verify successful registration.,2021-03-18T18:26:32Z,2023-01-01T03:41:21Z,666017adf902bdf00016abc6,66601d7f32c5408430429d19
Verify product details are displayed correctly,Medium,User is on the registration page,Attempt to add product to cart and verify success message is displayed.,2021-05-14T15:40:18Z,2023-01-23T01:11:24Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify login with invalid credentials,Medium,User is on the login page,Enter valid payment details and verify successful purchase completion.,2022-08-09T20:43:01Z,2024-03-06T02:39:28Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1b
Verify product availability status is accurate,High,User is on the currency conversion page,Enter search query and verify correct products are displayed.,2021-09-03T14:00:33Z,2023-09-01T01:18:14Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify login with valid credentials,High,User has items in the shopping cart,Enter invalid username and password and verify error message.,2021-11-28T21:59:15Z,2023-08-17T12:09:24Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify product details page handles invalid product ID,Medium,User has items in the shopping cart,Enter valid data and verify successful registration.,2022-07-28T01:52:05Z,2023-10-16T18:50:53Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify product details are displayed correctly,High,User is on the product details page,Leave search query empty and verify appropriate message is displayed.,2021-11-19T13:08:04Z,2023-06-10T01:20:34Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify currency conversion accuracy for USD to EUR,Low,User is on the product details page,View product reviews and verify they are displayed correctly.,2022-12-12T15:04:58Z,2023-08-22T05:32:15Z,666017adf902bdf00016abc1,66601d7f32c5408430429d19
Verify product details page handles invalid product ID,Medium,User is on the product search page,Leave search query empty and verify appropriate message is displayed.,2021-04-15T05:03:37Z,2023-10-06T15:43:59Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify search functionality returns correct results,Low,User is on the currency conversion page,Enter valid username and password and verify successful login.,2022-04-23T17:01:05Z,2024-02-24T19:28:20Z,666017adf902b,66601d7f32c5408430429d1b
Verify user can add product to cart,High,User is on the product search page,Leave search query empty and verify appropriate message is displayed.,2021-10-25T20:02:22Z,2024-06-19T12:27:22Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify search functionality returns correct results,High,User is on the product search page,View product details and verify all information is displayed correctly.,2021-12-14T03:52:30Z,2023-03-04T06:56:05Z,666017adf902bdf00016abc4,66601d7f32c5408430429d19
Verify registration with valid data,Low,User is on the registration page,Enter valid payment details and verify successful purchase completion.,2021-07-07T21:18:20Z,2023-10-25T17:55:33Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify product price is displayed correctly,Low,User is on the product search page,Enter valid data and verify successful registration.,2022-05-21T10:56:44Z,2023-11-10T07:26:09Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1a
Verify user can proceed to checkout,Medium,User is on the product details page,Enter USD amount and verify accurate conversion to EUR.,2021-07-22T23:25:34Z,2023-12-23T20:06:15Z,666017adf902b,66601d7f32c5408430429d19
Verify product reviews are sorted by date,Medium,User is on the checkout page,Enter search query and verify correct products are displayed.,2022-01-07T22:40:08Z,2023-08-18T12:47:39Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify product details page handles invalid product ID,Medium,User has items in the shopping cart,Enter search query and verify correct products are displayed.,2022-12-30T04:15:44Z,2024-07-29T15:47:50Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1b
Verify registration with invalid data,Medium,User is on the product search page,Enter valid payment details and verify successful purchase completion.,2021-03-04T10:58:37Z,2024-07-28T13:14:01Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify user can apply discount code,Low,User is on the registration page,Enter EUR amount and verify accurate conversion to USD.,2022-07-14T18:37:23Z,2024-02-20T20:34:40Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify user can remove product from cart,Medium,User is on the registration page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2022-01-28T10:00:22Z,2024-07-28T18:58:38Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1a
Verify product reviews are displayed correctly,Medium,User has items in the shopping cart,Attempt to remove product from cart and verify success message is displayed.,2022-08-06T00:59:00Z,2023-02-12T07:28:39Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify product details are displayed correctly,High,User is on the login page,Enter invalid data and verify error message.,2021-06-11T13:35:15Z,2023-10-28T16:28:47Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1a
Verify currency conversion accuracy for USD to EUR,High,User has items in the shopping cart,Leave search query empty and verify appropriate message is displayed.,2022-10-08T12:07:55Z,2023-10-03T12:58:18Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1b
Verify currency conversion accuracy for EUR to USD,Low,User is on the currency conversion page,Check if product availability status is updated in real-time.,2021-08-07T14:44:12Z,2024-01-31T10:12:42Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify search functionality handles empty query,High,User is on the product details page,Enter invalid product ID and verify appropriate message is displayed.,2021-10-16T02:35:23Z,2023-04-03T08:56:56Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify login with valid credentials,Medium,User is on the login page,Enter invalid data and verify error message.,2022-10-15T22:06:35Z,2023-02-04T23:30:46Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify product reviews are displayed correctly,High,User has items in the shopping cart,Enter USD amount and verify accurate conversion to EUR.,2021-02-08T01:41:13Z,2024-02-06T19:52:17Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify user can apply discount code,Medium,User is on the currency conversion page,Enter USD amount and verify accurate conversion to EUR.,2021-06-09T03:52:00Z,2024-06-11T23:37:09Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify search functionality handles empty query,Medium,User is on the product details page,Enter invalid username and password and verify error message.,2021-07-04T07:05:38Z,2023-09-07T21:43:00Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify search functionality handles empty query,High,User is on the product details page,Check if product reviews are sorted by date in descending order.,2022-05-01T10:42:19Z,2023-05-09T05:07:52Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify search functionality handles empty query,Low,User is on the product search page,Check if product images are displayed correctly and in high resolution.,2022-03-17T22:38:26Z,2023-01-23T12:24:08Z,666017adf902b,66601d7f32c5408430429d1a
Verify product availability status is accurate,Medium,User is on the product search page,Leave search query empty and verify appropriate message is displayed.,2022-10-13T23:56:37Z,2023-04-02T06:10:35Z,666017adf902bdf00016abc4,66601d7f32c5408430429d19
Verify user can proceed to checkout,Medium,User is on the checkout page,Enter search query and verify correct products are displayed.,2021-06-15T21:48:37Z,2023-05-13T17:04:02Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify registration with valid data,High,User is on the registration page,Check if product images are displayed correctly and in high resolution.,2022-11-12T17:40:11Z,2023-03-30T21:04:35Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify product price is displayed correctly,High,User has items in the shopping cart,Enter EUR amount and verify accurate conversion to USD.,2021-09-14T10:26:46Z,2024-06-30T19:56:59Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify product price is displayed correctly,High,User is on the checkout page,Enter valid username and password and verify successful login.,2021-07-24T17:11:26Z,2023-12-08T23:17:24Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify user can proceed to checkout,Medium,User is on the product search page,View product details and verify all information is displayed correctly.,2021-01-22T13:32:35Z,2023-01-18T05:04:49Z,666017adf902b,66601d7f32c5408430429d19
Verify login with valid credentials,Medium,User is on the registration page,Enter search query and verify correct products are displayed.,2021-05-20T00:28:28Z,2023-04-02T01:45:14Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1b
Verify registration with valid data,Medium,User is on the product search page,Leave search query empty and verify appropriate message is displayed.,2022-04-05T10:12:30Z,2023-04-06T07:19:51Z,666017adf902b,66601d7f32c5408430429d1b
Verify registration with invalid data,Medium,User is on the currency conversion page,Enter valid username and password and verify successful login.,2022-08-08T21:20:22Z,2023-09-17T01:49:06Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify product availability status is accurate,Medium,User is on the product details page,Enter valid data and verify successful registration.,2022-06-07T13:46:31Z,2023-02-08T12:01:59Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify product details page handles invalid product ID,High,User is on the login page,Check if product images are displayed correctly and in high resolution.,2021-03-15T20:41:20Z,2023-08-29T15:55:55Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify product availability status is accurate,High,User is on the currency conversion page,Enter USD amount and verify accurate conversion to EUR.,2021-04-18T02:25:11Z,2024-02-08T15:50:34Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify product reviews are sorted by date,High,User is on the login page,Enter invalid username and password and verify error message.,2022-04-23T09:36:32Z,2023-07-21T18:42:47Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify user can add product to cart,Low,User is on the product search page,Enter invalid data and verify error message.,2021-07-04T07:14:16Z,2024-05-05T11:46:38Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify product price is displayed correctly,High,User has items in the shopping cart,Check if product reviews are sorted by date in descending order.,2021-06-08T12:43:55Z,2024-01-24T03:39:12Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify currency conversion accuracy for USD to EUR,Low,User is on the registration page,Attempt to add product to cart and verify success message is displayed.,2021-01-23T18:55:05Z,2024-05-11T19:53:15Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify product price is displayed correctly,Medium,User is on the registration page,Leave search query empty and verify appropriate message is displayed.,2021-05-27T05:46:55Z,2023-07-23T08:51:11Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1a
Verify product availability status is accurate,Medium,User is on the product details page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2022-06-23T15:03:56Z,2023-04-30T11:59:46Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify user can remove product from cart,Low,User is on the currency conversion page,Enter USD amount and verify accurate conversion to EUR.,2021-06-20T23:20:57Z,2023-02-20T23:40:15Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify user can apply discount code,Medium,User is on the currency conversion page,Attempt to add product to cart and verify success message is displayed.,2021-09-30T09:02:53Z,2024-06-03T10:11:13Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify search functionality handles empty query,High,User is on the registration page,Leave search query empty and verify appropriate message is displayed.,2022-06-30T07:16:31Z,2023-11-21T09:50:19Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify product details page handles invalid product ID,High,User is on the product search page,Check if product images are displayed correctly and in high resolution.,2022-10-27T06:58:15Z,2024-02-04T21:01:44Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify search functionality returns correct results,High,User is on the currency conversion page,Enter valid data and verify successful registration.,2022-01-01T18:29:49Z,2023-01-04T11:29:53Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1a
Verify product availability status is accurate,Medium,User is on the checkout page,Enter invalid data and verify error message.,2022-01-28T21:58:43Z,2024-01-31T11:12:32Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify search functionality handles empty query,Low,User is on the checkout page,Attempt to remove product from cart and verify success message is displayed.,2021-11-06T16:39:17Z,2023-12-01T22:16:38Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify user can proceed to checkout,Low,User is on the registration page,Enter invalid data and verify error message.,2021-02-19T12:45:19Z,2023-02-19T06:22:26Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify user can proceed to checkout,Low,User is on the product details page,View product details and verify all information is displayed correctly.,2022-05-28T19:40:46Z,2024-06-16T12:12:23Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1a
Verify product availability status is accurate,Low,User is on the checkout page,Check if product availability status is updated in real-time.,2021-09-03T14:32:17Z,2024-07-26T21:59:45Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1b
Verify login with valid credentials,High,User is on the product details page,Enter invalid username and password and verify error message.,2021-02-25T10:01:13Z,2023-01-18T12:05:14Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify product reviews are sorted by date,High,User is on the registration page,Enter USD amount and verify accurate conversion to EUR.,2021-11-13T22:38:06Z,2023-01-21T15:08:43Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1a
Verify user can apply discount code,Low,User has items in the shopping cart,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2022-01-19T17:29:55Z,2024-04-16T07:30:10Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify user can add product to cart,High,User has items in the shopping cart,Enter valid data and verify successful registration.,2021-04-30T22:06:47Z,2023-09-12T07:10:37Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1a
Verify user can remove product from cart,Medium,User is on the product details page,Enter valid payment details and verify successful purchase completion.,2022-11-19T06:16:14Z,2023-06-16T11:45:10Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify search functionality returns correct results,High,User is on the currency conversion page,Check if product reviews are sorted by date in descending order.,2022-05-28T22:51:39Z,2024-04-16T00:40:39Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1b
Verify search functionality handles empty query,Low,User is on the registration page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2022-05-05T11:48:44Z,2023-04-15T10:23:24Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify login with invalid credentials,Low,User is on the currency conversion page,Check if product availability status is updated in real-time.,2021-09-08T20:27:11Z,2024-07-22T18:13:57Z,666017adf902bdf00016abc4,66601d7f32c5408430429d19
Verify registration with valid data,Low,User has items in the shopping cart,Enter invalid product ID and verify appropriate message is displayed.,2021-04-21T00:35:45Z,2023-04-13T07:04:30Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify currency conversion accuracy for EUR to USD,Low,User has items in the shopping cart,Enter invalid data and verify error message.,2022-04-01T14:17:58Z,2024-06-28T17:33:52Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1a
Verify user can remove product from cart,High,User is on the product details page,Enter EUR amount and verify accurate conversion to USD.,2021-09-03T07:42:05Z,2023-07-20T06:11:16Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify currency conversion accuracy for EUR to USD,Medium,User is on the registration page,Attempt to add product to cart and verify success message is displayed.,2021-09-13T22:03:04Z,2023-03-03T09:18:08Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1a
Verify search functionality handles empty query,High,User is on the login page,Enter invalid username and password and verify error message.,2021-11-15T15:40:15Z,2023-05-08T06:34:36Z,666017adf902bdf00016abc5,66601d7f32c5408430429d19
Verify search functionality handles empty query,Low,User is on the checkout page,Leave search query empty and verify appropriate message is displayed.,2021-11-20T04:12:14Z,2023-01-01T09:13:08Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify search functionality returns correct results,Medium,User is on the currency conversion page,Enter valid username and password and verify successful login.,2022-07-17T21:43:11Z,2023-07-21T04:31:51Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify user can complete purchase,Medium,User has items in the shopping cart,View product details and verify all information is displayed correctly.,2021-11-18T22:10:45Z,2023-11-17T00:09:40Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1b
Verify product details page handles invalid product ID,Medium,User is on the checkout page,View product reviews and verify they are displayed correctly.,2021-04-09T18:13:32Z,2023-04-17T10:21:53Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify login with valid credentials,High,User is on the checkout page,Enter invalid username and password and verify error message.,2022-07-08T01:12:32Z,2023-01-27T09:39:44Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1a
Verify user can add product to cart,Medium,User is on the product details page,Check if product reviews are sorted by date in descending order.,2021-08-15T21:52:20Z,2024-08-16T23:42:44Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify registration with invalid data,High,User is on the checkout page,Check if product price is displayed accurately with correct currency format.,2022-03-09T06:06:09Z,2023-08-30T19:29:44Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify product images are displayed correctly,High,User is on the product details page,Enter valid username and password and verify successful login.,2022-05-05T16:58:59Z,2023-11-28T15:04:49Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify user can proceed to checkout,Medium,User is on the checkout page,Enter search query and verify correct products are displayed.,2021-07-18T22:50:24Z,2023-11-07T13:06:51Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify user can apply discount code,Medium,User is on the checkout page,Attempt to remove product from cart and verify success message is displayed.,2022-08-07T07:26:40Z,2024-02-13T21:12:56Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify product reviews are displayed correctly,High,User is on the checkout page,Enter EUR amount and verify accurate conversion to USD.,2022-05-04T13:04:19Z,2023-02-26T13:14:57Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify product reviews are displayed correctly,Low,User is on the currency conversion page,Enter search query and verify correct products are displayed.,2021-01-05T21:31:31Z,2024-03-13T10:44:21Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify login with valid credentials,Low,User is on the registration page,Check if product reviews are sorted by date in descending order.,2022-06-28T20:25:54Z,2023-08-05T10:55:20Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify search functionality handles empty query,High,User has items in the shopping cart,Check if product price is displayed accurately with correct currency format.,2021-03-16T09:32:32Z,2023-01-08T01:46:42Z,666017adf902bdf00016abc1,66601d7f32c5408430429d19
Verify product reviews are displayed correctly,Low,User is on the login page,Enter EUR amount and verify accurate conversion to USD.,2022-12-13T04:06:14Z,2023-07-14T23:19:32Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify product details are displayed correctly,High,User is on the currency conversion page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2022-08-01T20:26:28Z,2023-03-08T21:52:34Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify product price is displayed correctly,Low,User is on the currency conversion page,Check if product images are displayed correctly and in high resolution.,2022-12-18T05:56:52Z,2023-09-16T04:42:31Z,666017adf902bdf00016abc1,66601d7f32c5408430429d19
Verify product availability status is accurate,Medium,User is on the checkout page,Check if product images are displayed correctly and in high resolution.,2021-09-07T17:11:13Z,2023-11-12T13:44:32Z,666017adf902b,66601d7f32c5408430429d1b
Verify registration with invalid data,Medium,User is on the product details page,Enter valid username and password and verify successful login.,2022-10-27T01:24:30Z,2023-03-07T02:34:53Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
